SUA4729,Sua tuoi TH True Milk,220,14000,01/07/2021,tuoituoi84@gmail.com,782-Nguyen Hue-Da Lat,0987654342
BIA1245,Bia Tiger,90,18000,24/05/2021,tradr25@gmail.com,45-Tran Hung Dao-Hue,0987654343
CAFE1348,Cafe Trung Nguyen,150,65000,17/07/2022,333bia83@gmail.com,479-Le Thanh Ton-Da Nang,0987654344
XIT3412,Xit muoi Raid,120,75000,05/02/2021,thomthom90@gmail.com,152-Hai Ba Trung-Ho Chi Minh City,0987654345
BOT9083,Bot canh Knorr,300,25000,23/11/2023,thotho40@gmail.com,380-Vo Van Tan-Ho Chi Minh City,0987654346
BIM3135,Bim bim Poca,400,10000,20/03/2023,axetam57@gmail.com,59-Nguyen Trai-Ho Chi Minh City,0987654347
NUOC2398,Nuoc suoi Lavie,500,5000,23/07/2021,kemchuoi60@gmail.com,824-Hai Ba Trung-Da Lat,0987654348
MI5043,Mi Gau Do,350,4000,13/09/2020,samyangmi22@gmail.com,221-Hai Ba Trung-Hanoi,0987654349
CA2029,Ca hop 3 Meo,200,28000,02/05/2021,keoalpenliebe76@gmail.com,601-Ly Thuong Kiet-Nha Trang,0987654350
GIAY4082,Giay lau Gold,180,22000,16/01/2023,hop323@gmail.com,117-Ly Thuong Kiet-Hai Phong,0987654351
BIA6392,Bia Sai Gon,110,19000,24/01/2023,sinhsinh49@gmail.com,327-Ly Thuong Kiet-Can Tho,0987654352
NUOC5073,Nuoc giai khat Coca Cola,300,12000,29/06/2022,botomo21@gmail.com,864-Le Thanh Ton-Hue,0987654353
TRU9024,Trung Vit Lon,250,6000,01/08/2020,nenthom62@gmail.com,172-Ly Thuong Kiet-Nha Trang,0987654354
SUA3094,Sua chua Vinamilk,280,8000,26/05/2022,bimpoca79@gmail.com,566-Ly Thuong Kiet-Da Lat,0987654355
BOT3048,Bot ngot Miwon,200,18000,19/10/2020,lualua43@gmail.com,710-Nguyen Hue-Hue,0987654356
GIA2043,Gia vi Aji-ngon,220,25000,24/10/2020,saibia79@gmail.com,92-Nguyen Trai-Hue,0987654357
XIT5018,Xit tam Axe,150,95000,20/11/2021,banhbanh20@gmail.com,911-Le Thanh Ton-Can Tho,0987654358
KEM3478,Kem chuoi,180,12000,24/02/2024,gumdoublemint23@gmail.com,940-Vo Van Tan-Hai Phong,0987654359
BAN7624,Banh gao One One,220,15000,25/11/2021,lifebuoylifebuoy72@gmail.com,599-Ly Thuong Kiet-Ho Chi Minh City,0987654360
SUA1029,Sua bot Meiji,100,350000,06/10/2020,milktrue78@gmail.com,437-Vo Van Tan-Ho Chi Minh City,0987654361
KEO6432,Keo gum Doublemint,400,5000,06/09/2022,giagia16@gmail.com,345-Le Thanh Ton-Ho Chi Minh City,0987654362
BIA1923,Bia 333,130,16000,28/02/2021,biasai73@gmail.com,692-Nguyen Hue-Bien Hoa,0987654363
TRA2541,Tra atiso Dr Thanh,300,10000,24/08/2020,alpenliebealpenliebe13@gmail.com,979-Hai Ba Trung-Vung Tau,0987654364
CA4673,Ca Loc Hap Dan,150,55000,23/05/2024,omoomo72@gmail.com,85-Le Thanh Ton-Hanoi,0987654365
XIT8021,Xit khuan Lifebuoy,200,85000,03/01/2021,cafetrung93@gmail.com,520-Pham Ngu Lao-Hue,0978561257
DAU4832,Dau an Simply,90,60000,23/09/2020,oneone19@gmail.com,689-Pham Ngu Lao-Vung Tau,0973512547
BOT2085,Bot My Hoa Ngoc Lan,180,25000,06/06/2021,tamgao65@gmail.com,857-Nguyen Thi Minh Khai-Vung Tau,0978563258
NUOC1053,Nuoc dua Cocoxim,220,18000,20/07/2020,pheca34@gmail.com,370-Le Loi-Hue,0987543215
